shapeName,shapeISO,shapeID,shapeGroup,shapeType,CNTRY_NAME,ADMIN_NAME,CNTRY_CODE,IPUM2015,MUNI2015,PARENT
Emiliano Zapata,None,MEX-ADM2-1590546715-B507,MEX,ADM2,Mexico,Emiliano Zapata,484,013021,13021,013
Chapulhuac�n,None,MEX-ADM2-1590546715-B508,MEX,ADM2,Mexico,Chapulhuacán,484,013018,13018,013
Jaltoc�n,None,MEX-ADM2-1590546715-B509,MEX,ADM2,Mexico,Jaltocán,484,013032,13032,013
Tepetitl�n,None,MEX-ADM2-1590546715-B510,MEX,ADM2,Mexico,Tepetitlán,484,013064,13064,013
Huazalingo,None,MEX-ADM2-1590546715-B511,MEX,ADM2,Mexico,Huazalingo,484,013026,13026,013
Mineral de la Reforma,None,MEX-ADM2-1590546715-B512,MEX,ADM2,Mexico,Mineral de la Reforma,484,013051,13051,013
Tepeapulco,None,MEX-ADM2-1590546715-B513,MEX,ADM2,Mexico,Tepeapulco,484,013061,13061,013
Tolcayuca,None,MEX-ADM2-1590546715-B514,MEX,ADM2,Mexico,Tolcayuca,484,013075,13075,013
Mixquiahuala de Ju�rez,None,MEX-ADM2-1590546715-B515,MEX,ADM2,Mexico,Mixquiahuala de Juárez,484,013041,13041,013
Omitl�n de Ju�rez,None,MEX-ADM2-1590546715-B516,MEX,ADM2,Mexico,Omitlán de Juárez,484,013045,13045,013
Santiago Tulantepec de Lugo G*,None,MEX-ADM2-1590546715-B517,MEX,ADM2,Mexico,Santiago Tulantepec de Lugo Guerrero,484,013056,13056,013
Yahualica,None,MEX-ADM2-1590546715-B518,MEX,ADM2,Mexico,Yahualica,484,013080,13080,013
Atotonilco de Tula,None,MEX-ADM2-1590546715-B519,MEX,ADM2,Mexico,Atotonilco de Tula,484,013013,13013,013
Progreso de Obreg�n,None,MEX-ADM2-1590546715-B520,MEX,ADM2,Mexico,Progreso de Obregón,484,013050,13050,013
Epazoyucan,None,MEX-ADM2-1590546715-B521,MEX,ADM2,Mexico,Epazoyucan,484,013022,13022,013
Metepec,None,MEX-ADM2-1590546715-B522,MEX,ADM2,Mexico,Metepec,484,013035,13035,013
Atitalaquia,None,MEX-ADM2-1590546715-B523,MEX,ADM2,Mexico,Atitalaquia,484,013010,13010,013
El Arenal,None,MEX-ADM2-1590546715-B524,MEX,ADM2,Mexico,El Arenal,484,013009,13009,013
Francisco I. Madero,None,MEX-ADM2-1590546715-B525,MEX,ADM2,Mexico,Francisco I. Madero,484,013023,13023,013
Pachuca de Soto,None,MEX-ADM2-1590546715-B526,MEX,ADM2,Mexico,Pachuca de Soto,484,013048,13048,013
Tlanalapa,None,MEX-ADM2-1590546715-B527,MEX,ADM2,Mexico,Tlanalapa,484,013072,13072,013
Tezontepec de Aldama,None,MEX-ADM2-1590546715-B528,MEX,ADM2,Mexico,Tezontepec de Aldama,484,013067,13067,013
Xochiatipan,None,MEX-ADM2-1590546715-B529,MEX,ADM2,Mexico,Xochiatipan,484,013078,13078,013
Villa de Tezontepec,None,MEX-ADM2-1590546715-B530,MEX,ADM2,Mexico,Villa de Tezontepec,484,013066,13066,013
Pihuamo,None,MEX-ADM2-1590546715-B531,MEX,ADM2,Mexico,Pihuamo,484,014065,14065,014
Tomatl�n,None,MEX-ADM2-1590546715-B532,MEX,ADM2,Mexico,Tomatlán,484,014100,14100,014
Guachinango,None,MEX-ADM2-1590546715-B533,MEX,ADM2,Mexico,Guachinango,484,014038,14038,014
San Miguel el Alto,None,MEX-ADM2-1590546715-B534,MEX,ADM2,Mexico,San Miguel el Alto,484,014078,14078,014
Cocula,None,MEX-ADM2-1590546715-B535,MEX,ADM2,Mexico,Cocula,484,014024,14024,014
Tlajomulco de Z��iga,None,MEX-ADM2-1590546715-B536,MEX,ADM2,Mexico,Tlajomulco de Zúñiga,484,014097,14097,014
Tuxpan,None,MEX-ADM2-1590546715-B537,MEX,ADM2,Mexico,Tuxpan,484,014108,14108,014
Encarnaci�n de D�az,None,MEX-ADM2-1590546715-B538,MEX,ADM2,Mexico,Encarnación de Díaz,484,014035,14035,014
Ejutla,None,MEX-ADM2-1590546715-B539,MEX,ADM2,Mexico,Ejutla,484,014034,14034,014
Etzatl�n,None,MEX-ADM2-1590546715-B540,MEX,ADM2,Mexico,Etzatlán,484,014036,14036,014
Santa Mar�a del Oro,None,MEX-ADM2-1590546715-B541,MEX,ADM2,Mexico,Santa María del Oro,484,014056,14056,014
Poncitl�n,None,MEX-ADM2-1590546715-B542,MEX,ADM2,Mexico,Poncitlán,484,014066,14066,014
Techaluta de Montenegro,None,MEX-ADM2-1590546715-B543,MEX,ADM2,Mexico,Techaluta de Montenegro,484,014089,14089,014
Villa Purificaci�n,None,MEX-ADM2-1590546715-B544,MEX,ADM2,Mexico,Villa Purificación,484,014068,14068,014
El Arenal,None,MEX-ADM2-1590546715-B545,MEX,ADM2,Mexico,El Arenal,484,014009,14009,014
Degollado,None,MEX-ADM2-1590546715-B546,MEX,ADM2,Mexico,Degollado,484,014033,14033,014
Tequila,None,MEX-ADM2-1590546715-B547,MEX,ADM2,Mexico,Tequila,484,014094,14094,014
Villa Corona,None,MEX-ADM2-1590546715-B548,MEX,ADM2,Mexico,Villa Corona,484,014114,14114,014
Tepatitl�n de Morelos,None,MEX-ADM2-1590546715-B549,MEX,ADM2,Mexico,Tepatitlán de Morelos,484,014093,14093,014
Quitupan,None,MEX-ADM2-1590546715-B550,MEX,ADM2,Mexico,Quitupan,484,014069,14069,014
San Mart�n de Bola�os,None,MEX-ADM2-1590546715-B551,MEX,ADM2,Mexico,San Martín de Bolaños,484,014076,14076,014
Jilotl�n de los Dolores,None,MEX-ADM2-1590546715-B552,MEX,ADM2,Mexico,Jilotlán de los Dolores,484,014049,14049,014
Tolim�n,None,MEX-ADM2-1590546715-B553,MEX,ADM2,Mexico,Tolimán,484,014099,14099,014
Jocotepec,None,MEX-ADM2-1590546715-B554,MEX,ADM2,Mexico,Jocotepec,484,014050,14050,014
Atenguillo,None,MEX-ADM2-1590546715-B555,MEX,ADM2,Mexico,Atenguillo,484,014012,14012,014
Hostotipaquillo,None,MEX-ADM2-1590546715-B556,MEX,ADM2,Mexico,Hostotipaquillo,484,014040,14040,014
Jalostotitl�n,None,MEX-ADM2-1590546715-B557,MEX,ADM2,Mexico,Jalostotitlán,484,014046,14046,014
Acatic,None,MEX-ADM2-1590546715-B558,MEX,ADM2,Mexico,Acatic,484,014001,14001,014
Ayotl�n,None,MEX-ADM2-1590546715-B559,MEX,ADM2,Mexico,Ayotlán,484,014016,14016,014
Jes�s Mar�a,None,MEX-ADM2-1590546715-B560,MEX,ADM2,Mexico,Jesús María,484,014048,14048,014
Tapalpa,None,MEX-ADM2-1590546715-B561,MEX,ADM2,Mexico,Tapalpa,484,014086,14086,014
Huejuquilla el Alto,None,MEX-ADM2-1590546715-B562,MEX,ADM2,Mexico,Huejuquilla el Alto,484,014042,14042,014
Ca�adas de Obreg�n,None,MEX-ADM2-1590546715-B563,MEX,ADM2,Mexico,Cañadas de Obregón,484,014117,14117,014
Tala,None,MEX-ADM2-1590546715-B564,MEX,ADM2,Mexico,Tala,484,014083,14083,014
Uni�n de San Antonio,None,MEX-ADM2-1590546715-B565,MEX,ADM2,Mexico,Unión de San Antonio,484,014109,14109,014
Mexticac�n,None,MEX-ADM2-1590546715-B566,MEX,ADM2,Mexico,Mexticacán,484,014060,14060,014
Mezquitic,None,MEX-ADM2-1590546715-B567,MEX,ADM2,Mexico,Mezquitic,484,014061,14061,014
San Sebasti�n del Oeste,None,MEX-ADM2-1590546715-B568,MEX,ADM2,Mexico,San Sebastián del Oeste,484,014080,14080,014
Autl�n de Navarro,None,MEX-ADM2-1590546715-B569,MEX,ADM2,Mexico,Autlán de Navarro,484,014015,14015,014
Valle de Guadalupe,None,MEX-ADM2-1590546715-B570,MEX,ADM2,Mexico,Valle de Guadalupe,484,014111,14111,014
Tecolotl�n,None,MEX-ADM2-1590546715-B571,MEX,ADM2,Mexico,Tecolotlán,484,014088,14088,014
Totatiche,None,MEX-ADM2-1590546715-B572,MEX,ADM2,Mexico,Totatiche,484,014104,14104,014
Teocaltiche,None,MEX-ADM2-1590546715-B573,MEX,ADM2,Mexico,Teocaltiche,484,014091,14091,014
Huej�car,None,MEX-ADM2-1590546715-B574,MEX,ADM2,Mexico,Huejúcar,484,014041,14041,014
San Marcos,None,MEX-ADM2-1590546715-B575,MEX,ADM2,Mexico,San Marcos,484,014075,14075,014
San Mart�n Hidalgo,None,MEX-ADM2-1590546715-B576,MEX,ADM2,Mexico,San Martín Hidalgo,484,014077,14077,014
Zapotiltic,None,MEX-ADM2-1590546715-B577,MEX,ADM2,Mexico,Zapotiltic,484,014121,14121,014
Santa Mar�a de los �ngeles,None,MEX-ADM2-1590546715-B578,MEX,ADM2,Mexico,Santa María de los Ángeles,484,014081,14081,014
Ixtlahuac�n del R�o,None,MEX-ADM2-1590546715-B579,MEX,ADM2,Mexico,Ixtlahuacán del Río,484,014045,14045,014
Magdalena,None,MEX-ADM2-1590546715-B580,MEX,ADM2,Mexico,Magdalena,484,014055,14055,014
Zapotitl�n de Vadillo,None,MEX-ADM2-1590546715-B581,MEX,ADM2,Mexico,Zapotitlán de Vadillo,484,014122,14122,014
Colotl�n,None,MEX-ADM2-1590546715-B582,MEX,ADM2,Mexico,Colotlán,484,014025,14025,014
Lagos de Moreno,None,MEX-ADM2-1590546715-B583,MEX,ADM2,Mexico,Lagos de Moreno,484,014053,14053,014
Tonaya,None,MEX-ADM2-1590546715-B584,MEX,ADM2,Mexico,Tonaya,484,014102,14102,014
Cuautla,None,MEX-ADM2-1590546715-B585,MEX,ADM2,Mexico,Cuautla,484,014028,14028,014
Chapala,None,MEX-ADM2-1590546715-B586,MEX,ADM2,Mexico,Chapala,484,014030,14030,014
San Gabriel,None,MEX-ADM2-1590546715-B587,MEX,ADM2,Mexico,San Gabriel,484,014113,14113,014
Chimaltit�n,None,MEX-ADM2-1590546715-B588,MEX,ADM2,Mexico,Chimaltitán,484,014031,14031,014
G�mez Far�as,None,MEX-ADM2-1590546715-B589,MEX,ADM2,Mexico,Gómez Farías,484,014079,14079,014
Valle de Ju�rez,None,MEX-ADM2-1590546715-B590,MEX,ADM2,Mexico,Quitupan,484,014069,14069,014
Cabo Corrientes,None,MEX-ADM2-1590546715-B591,MEX,ADM2,Mexico,Cabo Corrientes,484,014020,14020,014
Villa Guerrero,None,MEX-ADM2-1590546715-B592,MEX,ADM2,Mexico,Villa Guerrero,484,014115,14115,014
Tenamaxtl�n,None,MEX-ADM2-1590546715-B593,MEX,ADM2,Mexico,Tenamaxtlán,484,014090,14090,014
Ameca,None,MEX-ADM2-1590546715-B594,MEX,ADM2,Mexico,Ameca,484,014006,14006,014
Acatl�n de Ju�rez,None,MEX-ADM2-1590546715-B595,MEX,ADM2,Mexico,Acatlán de Juárez,484,014002,14002,014
El Lim�n,None,MEX-ADM2-1590546715-B596,MEX,ADM2,Mexico,El Limón,484,014054,14054,014
Zacoalco de Torres,None,MEX-ADM2-1590546715-B597,MEX,ADM2,Mexico,Zacoalco de Torres,484,014119,14119,014
Tuxcacuesco,None,MEX-ADM2-1590546715-B598,MEX,ADM2,Mexico,Tuxcacuesco,484,014106,14106,014
Jamay,None,MEX-ADM2-1590546715-B599,MEX,ADM2,Mexico,Jamay,484,014047,14047,014
Sayula,None,MEX-ADM2-1590546715-B600,MEX,ADM2,Mexico,Sayula,484,014082,14082,014
Arandas,None,MEX-ADM2-1590546715-B601,MEX,ADM2,Mexico,Arandas,484,014008,14008,014
San Crist�bal de la Barranca,None,MEX-ADM2-1590546715-B602,MEX,ADM2,Mexico,San Cristóbal de la Barranca,484,014071,14071,014
Cihuatl�n,None,MEX-ADM2-1590546715-B603,MEX,ADM2,Mexico,Cihuatlán,484,014022,14022,014
Mixtl�n,None,MEX-ADM2-1590546715-B604,MEX,ADM2,Mexico,Mixtlán,484,014062,14062,014
Zapotl�n del Rey,None,MEX-ADM2-1590546715-B605,MEX,ADM2,Mexico,Zapotlán del Rey,484,014123,14123,014
Cuautitl�n de Garc�a Barrag,None,MEX-ADM2-1590546715-B606,MEX,ADM2,Mexico,Cuautitlán de García Barragán,484,014027,14027,014
Tototl�n,None,MEX-ADM2-1590546715-B607,MEX,ADM2,Mexico,Tototlán,484,014105,14105,014
San Juan de los Lagos,None,MEX-ADM2-1590546715-B608,MEX,ADM2,Mexico,San Juan de los Lagos,484,014073,14073,014
Casimiro Castillo,None,MEX-ADM2-1590546715-B609,MEX,ADM2,Mexico,Casimiro Castillo,484,014021,14021,014
Tecalitl�n,None,MEX-ADM2-1590546715-B610,MEX,ADM2,Mexico,Tecalitlán,484,014087,14087,014
Ayutla,None,MEX-ADM2-1590546715-B611,MEX,ADM2,Mexico,Ayutla,484,014017,14017,014
Cuqu�o,None,MEX-ADM2-1590546715-B612,MEX,ADM2,Mexico,Cuquío,484,014029,14029,014
Ojuelos de Jalisco,None,MEX-ADM2-1590546715-B613,MEX,ADM2,Mexico,Ojuelos de Jalisco,484,014064,14064,014
Tamazula de Gordiano,None,MEX-ADM2-1590546715-B614,MEX,ADM2,Mexico,Tamazula de Gordiano,484,014085,14085,014
Villa Hidalgo,None,MEX-ADM2-1590546715-B615,MEX,ADM2,Mexico,Villa Hidalgo,484,014116,14116,014
Uni�n de Tula,None,MEX-ADM2-1590546715-B616,MEX,ADM2,Mexico,Unión de Tula,484,014110,14110,014
Amacueca,None,MEX-ADM2-1590546715-B617,MEX,ADM2,Mexico,Amacueca,484,014004,14004,014
Atengo,None,MEX-ADM2-1590546715-B618,MEX,ADM2,Mexico,Atengo,484,014011,14011,014
Atotonilco el Alto,None,MEX-ADM2-1590546715-B619,MEX,ADM2,Mexico,Atotonilco el Alto,484,014013,14013,014
San Juli�n,None,MEX-ADM2-1590546715-B620,MEX,ADM2,Mexico,San Julián,484,014074,14074,014
Bola�os,None,MEX-ADM2-1590546715-B621,MEX,ADM2,Mexico,Bolaños,484,014019,14019,014
Talpa de Allende,None,MEX-ADM2-1590546715-B622,MEX,ADM2,Mexico,Talpa de Allende,484,014084,14084,014
Yahualica de Gonz�lez Gallo,None,MEX-ADM2-1590546715-B623,MEX,ADM2,Mexico,Yahualica de González Gallo,484,014118,14118,014
Mascota,None,MEX-ADM2-1590546715-B624,MEX,ADM2,Mexico,Mascota,484,014058,14058,014
El Grullo,None,MEX-ADM2-1590546715-B625,MEX,ADM2,Mexico,El Grullo,484,014037,14037,014
Ixtlahuac�n de los Membrillos,None,MEX-ADM2-1590546715-B626,MEX,ADM2,Mexico,Ixtlahuacán de los Membrillos,484,014044,14044,014
El Salto,None,MEX-ADM2-1590546715-B627,MEX,ADM2,Mexico,El Salto,484,014070,14070,014
Juanacatl�n,None,MEX-ADM2-1590546715-B628,MEX,ADM2,Mexico,Juanacatlán,484,014051,14051,014
San Ignacio Cerro Gordo,None,MEX-ADM2-1590546715-B629,MEX,ADM2,Mexico,San Ignacio Cerro Gordo,484,014125,14125,014
Atoyac,None,MEX-ADM2-1590546715-B630,MEX,ADM2,Mexico,Atoyac,484,014014,14014,014
Tuxcueca,None,MEX-ADM2-1590546715-B631,MEX,ADM2,Mexico,Teocuitatlán de Corona,484,014092,14092,014
Mazamitla,None,MEX-ADM2-1590546715-B632,MEX,ADM2,Mexico,Mazamitla,484,014059,14059,014
Ocotl�n,None,MEX-ADM2-1590546715-B633,MEX,ADM2,Mexico,Ocotlán,484,014063,14063,014
Concepci�n de Buenos Aires,None,MEX-ADM2-1590546715-B634,MEX,ADM2,Mexico,Concepción de Buenos Aires,484,014026,14026,014
Zapotl�n el Grande,None,MEX-ADM2-1590546715-B635,MEX,ADM2,Mexico,Zapotlán el Grande,484,014023,14023,014
Atemajac de Brizuela,None,MEX-ADM2-1590546715-B636,MEX,ADM2,Mexico,Atemajac de Brizuela,484,014010,14010,014
Teuchitl�n,None,MEX-ADM2-1590546715-B637,MEX,ADM2,Mexico,Teuchitlán,484,014095,14095,014
Tonila,None,MEX-ADM2-1590546715-B638,MEX,ADM2,Mexico,Tonila,484,014103,14103,014
La Barca,None,MEX-ADM2-1590546715-B639,MEX,ADM2,Mexico,La Barca,484,014018,14018,014
Chiquilistl�n,None,MEX-ADM2-1590546715-B640,MEX,ADM2,Mexico,Chiquilistlán,484,014032,14032,014
Amatit�n,None,MEX-ADM2-1590546715-B641,MEX,ADM2,Mexico,Amatitán,484,014005,14005,014
Teocuitatl�n de Corona,None,MEX-ADM2-1590546715-B642,MEX,ADM2,Mexico,Teocuitatlán de Corona,484,014092,14092,014
Tizap�n el Alto,None,MEX-ADM2-1590546715-B643,MEX,ADM2,Mexico,Tizapán el Alto,484,014096,14096,014
Juchitl�n,None,MEX-ADM2-1590546715-B644,MEX,ADM2,Mexico,Juchitlán,484,014052,14052,014
Ahualulco de Mercado,None,MEX-ADM2-1590546715-B645,MEX,ADM2,Mexico,Ahualulco de Mercado,484,014003,14003,014
San Juanito de Escobedo,None,MEX-ADM2-1590546715-B646,MEX,ADM2,Mexico,San Juanito de Escobedo,484,014007,14007,014
La Manzanilla de la Paz,None,MEX-ADM2-1590546715-B647,MEX,ADM2,Mexico,La Manzanilla de la Paz,484,014057,14057,014
San Diego de Alejandr�a,None,MEX-ADM2-1590546715-B648,MEX,ADM2,Mexico,San Diego de Alejandría,484,014072,14072,014
Zapotlanejo,None,MEX-ADM2-1590546715-B649,MEX,ADM2,Mexico,Zapotlanejo,484,014124,14124,014
Tonal�,None,MEX-ADM2-1590546715-B650,MEX,ADM2,Mexico,Tonalá,484,014101,14101,014
Guadalajara,None,MEX-ADM2-1590546715-B651,MEX,ADM2,Mexico,Guadalajara,484,014039,14039,014
San Pedro Tlaquepaque,None,MEX-ADM2-1590546715-B652,MEX,ADM2,Mexico,San Pedro Tlaquepaque,484,014098,14098,014
Zapopan,None,MEX-ADM2-1590546715-B653,MEX,ADM2,Mexico,Zapopan,484,014120,14120,014
Puerto Vallarta,None,MEX-ADM2-1590546715-B654,MEX,ADM2,Mexico,Puerto Vallarta,484,014067,14067,014
La Huerta,None,MEX-ADM2-1590546715-B655,MEX,ADM2,Mexico,La Huerta,484,014043,14043,014
Tangamandapio,None,MEX-ADM2-1590546715-B656,MEX,ADM2,Mexico,Tangamandapio,484,016084,16084,016
Los Reyes,None,MEX-ADM2-1590546715-B657,MEX,ADM2,Mexico,Los Reyes,484,016075,16075,016
Tlalpujahua,None,MEX-ADM2-1590546715-B658,MEX,ADM2,Mexico,Tlalpujahua,484,016093,16093,016
Tocumbo,None,MEX-ADM2-1590546715-B659,MEX,ADM2,Mexico,Tocumbo,484,016095,16095,016
Cher�n,None,MEX-ADM2-1590546715-B660,MEX,ADM2,Mexico,Cherán,484,016024,16024,016
Santa Ana Maya,None,MEX-ADM2-1590546715-B661,MEX,ADM2,Mexico,Santa Ana Maya,484,016078,16078,016
Puru�ndiro,None,MEX-ADM2-1590546715-B662,MEX,ADM2,Mexico,Puruándiro,484,016071,16071,016
Ting�ind�n,None,MEX-ADM2-1590546715-B663,MEX,ADM2,Mexico,Tingüindín,484,016091,16091,016
Huiramba,None,MEX-ADM2-1590546715-B664,MEX,ADM2,Mexico,Huiramba,484,016039,16039,016
Coahuayana,None,MEX-ADM2-1590546715-B665,MEX,ADM2,Mexico,Coahuayana,484,016014,16014,016
Tanganc�cuaro,None,MEX-ADM2-1590546715-B666,MEX,ADM2,Mexico,Tangancícuaro,484,016085,16085,016
Coeneo,None,MEX-ADM2-1590546715-B667,MEX,ADM2,Mexico,Coeneo,484,016016,16016,016
Ixtl�n,None,MEX-ADM2-1590546715-B668,MEX,ADM2,Mexico,Ixtlán,484,016042,16042,016
Chuc�ndiro,None,MEX-ADM2-1590546715-B669,MEX,ADM2,Mexico,Chucándiro,484,016027,16027,016
Tlazazalca,None,MEX-ADM2-1590546715-B670,MEX,ADM2,Mexico,Tlazazalca,484,016094,16094,016
Car�cuaro,None,MEX-ADM2-1590546715-B671,MEX,ADM2,Mexico,Carácuaro,484,016013,16013,016
Tac�mbaro,None,MEX-ADM2-1590546715-B672,MEX,ADM2,Mexico,Tacámbaro,484,016082,16082,016
Taretan,None,MEX-ADM2-1590546715-B673,MEX,ADM2,Mexico,Taretan,484,016087,16087,016
Yur�cuaro,None,MEX-ADM2-1590546715-B674,MEX,ADM2,Mexico,Yurécuaro,484,016106,16106,016
Ziracuaretiro,None,MEX-ADM2-1590546715-B675,MEX,ADM2,Mexico,Ziracuaretiro,484,016111,16111,016
Tumbiscat�o,None,MEX-ADM2-1590546715-B676,MEX,ADM2,Mexico,Tumbiscatío,484,016096,16096,016
L�zaro C�rdenas,None,MEX-ADM2-1590546715-B677,MEX,ADM2,Mexico,Lázaro Cárdenas,484,016052,16052,016
Pajacuar�n,None,MEX-ADM2-1590546715-B678,MEX,ADM2,Mexico,Pajacuarán,484,016062,16062,016
Chavinda,None,MEX-ADM2-1590546715-B679,MEX,ADM2,Mexico,Chavinda,484,016023,16023,016
Tzintzuntzan,None,MEX-ADM2-1590546715-B680,MEX,ADM2,Mexico,Tzintzuntzan,484,016100,16100,016
Jiquilpan,None,MEX-ADM2-1590546715-B681,MEX,ADM2,Mexico,Jiquilpan,484,016045,16045,016
Acuitzio,None,MEX-ADM2-1590546715-B682,MEX,ADM2,Mexico,Acuitzio,484,016001,16001,016
Nahuatzen,None,MEX-ADM2-1590546715-B683,MEX,ADM2,Mexico,Nahuatzen,484,016056,16056,016
Arteaga,None,MEX-ADM2-1590546715-B684,MEX,ADM2,Mexico,Arteaga,484,016010,16010,016
Susupuato,None,MEX-ADM2-1590546715-B685,MEX,ADM2,Mexico,Susupuato,484,016081,16081,016
Cuitzeo,None,MEX-ADM2-1590546715-B686,MEX,ADM2,Mexico,Cuitzeo,484,016020,16020,016
Tepalcatepec,None,MEX-ADM2-1590546715-B687,MEX,ADM2,Mexico,Tepalcatepec,484,016089,16089,016
Indaparapeo,None,MEX-ADM2-1590546715-B688,MEX,ADM2,Mexico,Indaparapeo,484,016040,16040,016
Jos� Sixto Verduzco,None,MEX-ADM2-1590546715-B689,MEX,ADM2,Mexico,José Sixto Verduzco,484,016113,16113,016
Huetamo,None,MEX-ADM2-1590546715-B690,MEX,ADM2,Mexico,Huetamo,484,016038,16038,016
Vista Hermosa,None,MEX-ADM2-1590546715-B691,MEX,ADM2,Mexico,Vista Hermosa,484,016105,16105,016
Jungapeo,None,MEX-ADM2-1590546715-B692,MEX,ADM2,Mexico,Jungapeo,484,016047,16047,016
Tzitzio,None,MEX-ADM2-1590546715-B693,MEX,ADM2,Mexico,Tzitzio,484,016101,16101,016
Nocup�taro,None,MEX-ADM2-1590546715-B694,MEX,ADM2,Mexico,Nocupétaro,484,016057,16057,016
Angamacutiro,None,MEX-ADM2-1590546715-B695,MEX,ADM2,Mexico,Angamacutiro,484,016004,16004,016
Aguililla,None,MEX-ADM2-1590546715-B696,MEX,ADM2,Mexico,Aguililla,484,016002,16002,016
Coalcom�n de V�zquez Pallare,None,MEX-ADM2-1590546715-B697,MEX,ADM2,Mexico,Coalcomán de Vázquez Pallares,484,016015,16015,016
Contepec,None,MEX-ADM2-1590546715-B698,MEX,ADM2,Mexico,Contepec,484,016017,16017,016
Jim�nez,None,MEX-ADM2-1590546715-B699,MEX,ADM2,Mexico,Jiménez,484,016044,16044,016
Ocampo,None,MEX-ADM2-1590546715-B700,MEX,ADM2,Mexico,Ocampo,484,016061,16061,016
Irimbo,None,MEX-ADM2-1590546715-B701,MEX,ADM2,Mexico,Irimbo,484,016041,16041,016
Erongar�cuaro,None,MEX-ADM2-1590546715-B702,MEX,ADM2,Mexico,Erongarícuaro,484,016032,16032,016
Charapan,None,MEX-ADM2-1590546715-B703,MEX,ADM2,Mexico,Charapan,484,016021,16021,016
La Huacana,None,MEX-ADM2-1590546715-B704,MEX,ADM2,Mexico,La Huacana,484,016035,16035,016
Cojumatl�n de R�gules,None,MEX-ADM2-1590546715-B705,MEX,ADM2,Mexico,Cojumatlán de Régules,484,016074,16074,016
Marcos Castellanos,None,MEX-ADM2-1590546715-B706,MEX,ADM2,Mexico,Marcos Castellanos,484,016051,16051,016
Quer�ndaro,None,MEX-ADM2-1590546715-B707,MEX,ADM2,Mexico,Queréndaro,484,016072,16072,016
Tuzantla,None,MEX-ADM2-1590546715-B708,MEX,ADM2,Mexico,Tuzantla,484,016099,16099,016
Madero,None,MEX-ADM2-1590546715-B709,MEX,ADM2,Mexico,Madero,484,016049,16049,016
Ju�rez,None,MEX-ADM2-1590546715-B710,MEX,ADM2,Mexico,Juárez,484,016046,16046,016
Zin�paro,None,MEX-ADM2-1590546715-B711,MEX,ADM2,Mexico,Zináparo,484,016109,16109,016
Salvador Escalante,None,MEX-ADM2-1590546715-B712,MEX,ADM2,Mexico,Salvador Escalante,484,016079,16079,016
Zit�cuaro,None,MEX-ADM2-1590546715-B713,MEX,ADM2,Mexico,Zitácuaro,484,016112,16112,016
Turicato,None,MEX-ADM2-1590546715-B714,MEX,ADM2,Mexico,Turicato,484,016097,16097,016
Panind�cuaro,None,MEX-ADM2-1590546715-B715,MEX,ADM2,Mexico,Panindícuaro,484,016063,16063,016
Buenavista,None,MEX-ADM2-1590546715-B716,MEX,ADM2,Mexico,Buenavista,484,016012,16012,016
Huandacareo,None,MEX-ADM2-1590546715-B717,MEX,ADM2,Mexico,Huandacareo,484,016036,16036,016
Lagunillas,None,MEX-ADM2-1590546715-B718,MEX,ADM2,Mexico,Lagunillas,484,016048,16048,016
Cop�ndaro,None,MEX-ADM2-1590546715-B719,MEX,ADM2,Mexico,Copándaro,484,016018,16018,016
�lvaro Obreg�n,None,MEX-ADM2-1590546715-B720,MEX,ADM2,Mexico,Álvaro Obregón,484,016003,16003,016
Hidalgo,None,MEX-ADM2-1590546715-B721,MEX,ADM2,Mexico,Hidalgo,484,016034,16034,016
Tiquicheo de Nicol�s Romero,None,MEX-ADM2-1590546715-B722,MEX,ADM2,Mexico,Tiquicheo de Nicolás Romero,484,016092,16092,016
Perib�n,None,MEX-ADM2-1590546715-B723,MEX,ADM2,Mexico,Peribán,484,016068,16068,016
Paracho,None,MEX-ADM2-1590546715-B724,MEX,ADM2,Mexico,Paracho,484,016065,16065,016
Morelos,None,MEX-ADM2-1590546715-B725,MEX,ADM2,Mexico,Morelos,484,016054,16054,016
Tar�mbaro,None,MEX-ADM2-1590546715-B726,MEX,ADM2,Mexico,Tarímbaro,484,016088,16088,016
Aporo,None,MEX-ADM2-1590546715-B727,MEX,ADM2,Mexico,Aporo,484,016007,16007,016
Angangueo,None,MEX-ADM2-1590546715-B728,MEX,ADM2,Mexico,Angangueo,484,016005,16005,016
Sahuayo,None,MEX-ADM2-1590546715-B729,MEX,ADM2,Mexico,Sahuayo,484,016076,16076,016
Zinap�cuaro,None,MEX-ADM2-1590546715-B730,MEX,ADM2,Mexico,Zinapécuaro,484,016110,16110,016
Senguio,None,MEX-ADM2-1590546715-B731,MEX,ADM2,Mexico,Senguio,484,016080,16080,016
Apatzing�n,None,MEX-ADM2-1590546715-B732,MEX,ADM2,Mexico,Apatzingán,484,016006,16006,016
Villamar,None,MEX-ADM2-1590546715-B733,MEX,ADM2,Mexico,Villamar,484,016104,16104,016
Chinicuila,None,MEX-ADM2-1590546715-B734,MEX,ADM2,Mexico,Chinicuila,484,016026,16026,016
M�gica,None,MEX-ADM2-1590546715-B735,MEX,ADM2,Mexico,Múgica,484,016055,16055,016
Aquila,None,MEX-ADM2-1590546715-B736,MEX,ADM2,Mexico,Aquila,484,016008,16008,016
Zacapu,None,MEX-ADM2-1590546715-B737,MEX,ADM2,Mexico,Zacapu,484,016107,16107,016
